,RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
24634736,28831,Bronx,2019,3,20,2,15,15,122142,POINT (1004561.0181338615 246657.15925036432),SEDGWICK AVENUE,Major Deegan Expwy Et 7 N Nb,Major Deegan Expwy Et 7 S Nb,SB
517340,1857,Brooklyn,2010,11,16,10,45,73,34975,POINT (995794.4 202125.3),S/B WYTHE AVE @ N 10 ST,N 10 ST,N 11 ST,SB
2209824,7531,Bronx,2010,4,7,17,30,1,81470,POINT (1012830.3 270801.7),BROADWAY @ CARYL AVE (CITY LINE),W 261 ST,W 262 ST,SB
16948313,23712,Bronx,2016,6,27,1,15,13,80400,POINT (1016879.5956280985 251547.8522072854),CROTONA AVENUE,East 189 Street,East Fordham Road,NB
22917187,28260,Staten Island,2018,6,8,2,15,18,11771,POINT (955994.7912067313 153917.9032271004),RICHMOND ROAD,Buel Avenue,Dongan Hills Avenue,SB
2513752,8759,Staten Island,2012,1,9,22,0,19,14723,POINT (965644.4 158623.8),NARROWS ROAD SOUTH,HASTINGS STREET,GARSON AVENUE,SB
3253862,7642,Manhattan,2012,3,29,5,45,21,34434,POINT (988623.9 225542.9),W 79 ST,HENRY HUDSON PKWY SB ET 10 E-W,JOE DIMAGGIO HIGHWAY,WB
8550311,15809,Staten Island,2013,10,26,1,0,1,4542,POINT (938832 143039.3),E BRANDIS AV,CORTELYOU AV,ARMSTRONG AV,EB
23921595,29416,Queens,2018,11,7,22,45,240,67506,POINT (1003039.4242994394 213243.17944234126),NORTHERN BOULEVARD,Queens Boulevard Line,39 Avenue,EB
21327518,27072,Bronx,2017,11,19,19,0,18,113481,POINT (1011500.4208289732 243560.9711669311),FULTON AVENUE,East 170 Street,Dead end,NB
5400308,11573,Brooklyn,2012,10,19,16,45,62,20278,POINT (988088.8 165657.4),60 ST,18 AV,19 AV,WB
1962806,7214,Staten Island,2010,12,2,7,45,40,137137,POINT (953350.5 167858.1),E/B HARVEST AVE @ BEMENT AVE,BEMENT AV,CONNECTOR,EB
15753469,22058,Brooklyn,2015,11,7,11,0,130,27896,POINT (992110.9790302332 175420.376070759),CATON AVENUE,East 8 Street,Coney Island Avenue,EB
19458356,25940,Brooklyn,2016,9,23,4,15,21,22023,POINT (983827.2448556411 189740.3576612748),COLUMBIA STREET,Irving Street,Kane Street,NB
10589916,17383,Brooklyn,2014,6,23,23,30,94,145091,POINT (986859.4 190348.5),BOERUM PL,ATLANTIC AV,STATE ST,WB
22763986,28591,Bronx,2017,11,5,8,15,35,236564,POINT (1020876.2323865674 251697.20215563118),WHITE PLAINS ROAD,Pelham Parkway Greenway,Pelham Parkway North,SB
15216097,21219,Queens,2015,11,14,5,0,24,84369,POINT (1029896.3986031341 216648.4953843651),COLLEGE POINT BOULEVARD,King Road,36 Road,NB
12524789,18073,Queens,2014,10,12,18,30,51,67502,POINT (1003464.5319415013 212369.6495340304),HONEYWELL STREET,Dead End,Dead end,NB
26345575,31033,Brooklyn,2019,9,25,6,45,90,19555,POINT (981191.5067360345 168596.5085581453),FT HAMILTON PARKWAY,67 Street,68 Street,SB
5715288,12171,Brooklyn,2009,12,5,11,45,91,18810,POINT (986074.1 158496.9),86TH ST WB APPROACH TO BAY PARKWAY,BAY PKWY,BAY 31 ST,WB
23953934,29350,Brooklyn,2018,11,15,19,30,53,190964,POINT (1019864.4127989461 182332.63349874437),LINDEN BOULEVARD,Dead End,Dead end,WB
2351176,7772,Brooklyn,2011,5,2,8,30,161,151528,POINT (988173.2 151272.9),CROPSEY AV BR,HART PL,BAY 54 ST,NB
1722021,3266,Queens,2009,4,6,7,30,124,145701,POINT (990005.7 207388.4),E/B PARK LANE SOUTH @ 105 ST,E 21 ST,E 22 ST,EB
2683650,8281,Queens,2012,5,6,9,30,32,60226,POINT (1041246.6 196428.4),JAMAICA AV,165 ST,MERRICK BLVD,EB
21692065,26510,Brooklyn,2017,11,12,14,0,116,157685,POINT (984221.2508483623 179215.99516011475),4 AVENUE,28 Street,29 Street,SB
26588951,31054,Queens,2019,10,8,11,0,30,112817,POINT (1038637.6718112972 189067.462498714),111 AVENUE,140 Street,141 Street,EB
20829970,26734,Manhattan,2017,10,1,15,0,244,71036,POINT (1002563.6992227704 240983.67301294883),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,EB
19672555,25426,Brooklyn,2017,3,27,21,15,33,150571,POINT (1020950.9028729054 179877.76576293955),FLATLANDS AVENUE,Logan Street,Dead end,EB
24656584,29847,Queens,2019,2,27,12,30,11,188817,POINT (996012.8246747942 210773.18468390623),CENTER BOULEVARD,47 Road,48 Avenue,SB
6284991,11564,Brooklyn,2012,10,16,7,0,28,31248,POINT (998811.1 197106),MESEROLE ST,LORIMER ST,LEONARD ST,WB
9146079,15789,Brooklyn,2013,11,1,9,30,7,31177,POINT (998565.4 193754.1),ELLERY ST,MARCY AV,TOMPKINS AV,EB
25489748,30827,Brooklyn,2019,8,17,19,30,262,109272,POINT (988304.7355652257 150349.6157394197),CROPSEY AVENUE,Hart Place,Dead end,SB
1229264,2731,Brooklyn,2010,7,19,19,15,22,35486,POINT (997998.2 203376.9),S/B LEONARD ST @ NASSAU AVE,NORMAN AV,NASSAU AV,SB
3564165,8407,Brooklyn,2012,4,23,8,0,450,44643,POINT (1003318.2 199520.1),METROPOLITAN AVENUE BRG,GRAND ST/METROPOLITAN AV,METROPOLITAN AVE,WB
18445928,23830,Bronx,2016,10,13,15,45,127,176291,POINT (1012711.9947958911 253506.16236055546),EAST FORDHAM ROAD,Concourse Line,Grand Concourse,EB
13216346,19230,Brooklyn,2015,4,20,7,0,203,30319,POINT (993676.3917409923 192831.71980956983),PARK AVENUE,Ryerson Street,Hall Street,WB
23963495,29350,Brooklyn,2018,11,17,9,45,30,50934,POINT (1022685.4714497607 182069.61916871747),STANLEY AVENUE,Eldert Lane,Forbell Street,WB
589360,1959,Queens,2010,12,21,5,0,3,130733,POINT (1009651.8 220599.9),S/B 38 ST @ 23 AVE,23 AV,ALLEY,SB
6661251,12584,Brooklyn,2013,5,3,3,45,34,29746,POINT (998038.7 184138.7),NOSTRAND AV,ST JOHNS PL,STERLING PL,SB
23422940,29140,Manhattan,2018,10,24,11,0,338,8100665,POINT (995156.408136993 229738.88505666723),8 AVENUE LINE,Central Park West,Central Park West,NB
9753280,17326,Manhattan,2014,6,6,5,15,12,37426,POINT (992848.8 228355),W 96 ST,AMSTERDAM AV,COLUMBUS AV,WB
6851735,14597,Queens,2013,5,25,11,15,239,134317,POINT (1018649.5 207242.2),QUEENS BLVD,55 AV,55 RD,EB
25471329,30515,Queens,2019,7,29,22,45,69,58073,POINT (1049743.539281381 156415.4714502175),SEAGIRT BOULEVARD,Beach 31 Street,Beach 32 Street,EB
20933709,26513,Queens,2017,9,26,19,15,135,57470,POINT (1040078.4590860935 197611.81633258105),HILLSIDE AVENUE,164 Street,164 Street,WB
4358140,11069,Manhattan,2012,10,15,21,30,88,159230,POINT (997826.1 232746.9),ADAM C POWELL BLVD,W 119 ST,W 120 ST,NB
20773428,27071,Brooklyn,2017,5,3,18,0,37,135598,POINT (1001901.8631400489 166147.93022924793),KINGS HIGHWAY,Dead end,Flatbush Avenue,WB
3722764,8304,Bronx,2012,6,22,6,45,65,116453,POINT (1015010.1 250473),ARTHUR AV,E 186 ST,E 184 ST/CRESCENT AV,SB
5337001,11564,Brooklyn,2012,10,15,5,15,57,31148,POINT (997973.1 199434.1),METROPOLITAN AV,UNION AV,LORIMER ST,WB
10573488,17395,Queens,2014,6,17,20,30,107,48785,POINT (1011579.3 198958.1),METROPOLITAN AV,61 ST,FRESH POND RD,EB
15180066,21199,Queens,2015,10,10,8,45,339,58623,POINT (1041495.3398262971 181498.57775767293),NASSAU EXPRESSWAY,Van Wyck Expressway Et 1 A Nb,Nassau Expressway Eb Exit 2 S,EB
11688327,18047,Brooklyn,2014,10,19,13,30,368,143382,POINT (973619.5216665708 170755.82949354433),BELT PARKWAY,Dead End,Dead end,SB
24538172,29804,Queens,2019,2,15,13,45,129,48908,POINT (1012786.407712913 196789.63068706437),FRESH POND ROAD,Madison Street,Putnam Avenue,NB
4055298,10779,Brooklyn,2010,4,8,22,30,210,29041,POINT (991486.6 186723.6),Flatbush Ave NB Between,St. Marks Pl and Prospect Pl,PROSPECT PL,NB
26037660,30665,Bronx,2019,10,13,6,0,54,251378,POINT (1004364.6710895107 237572.1802190583),GRAND CONCOURSE,East 149 Street,East 150 Street,SB
25924850,31054,Queens,2019,9,21,3,30,4,101166,POINT (1052028.8505737197 211340.9666981977),SPRINGFIELD BOULEVARD,64 Avenue,67 Avenue,NB
23176808,29279,Bronx,2017,11,5,23,30,68,71744,POINT (1007069.0170089547 239962.75923711216),EAST 161 STREET,Concourse Village East,Park Avenue,EB
25893344,31027,Bronx,2019,11,6,23,0,11,178549,POINT (1028624.9771405142 251200.91012007766),STILLWELL AVENUE,Rhinelander Avenue,Pelham Parkway South,SB
8934147,16627,Manhattan,2014,2,3,15,0,70,38145,POINT (993013.3 231465.6),WEST END AV,W 106 ST,BROADWAY/W 107 ST,SB
25320550,28006,Queens,2018,6,5,0,15,45,156766,POINT (1030108.0718283273 173404.8617156597),NORTH CHANNEL BRIDGE,Dead End,Cross Bay Boulevard,NB
7240907,11685,Bronx,2013,3,31,17,30,126,146686,POINT (1034098.2 263666.4),BOSTON RD,DEAD END,ROPES AV,SB
8238812,16164,Bronx,2013,11,18,12,0,0,113486,POINT (1011286.3 247260.7),WEBSTER AV,E 175 ST,ITTNER PL/CBE SB EN WEBSTER AV,SB
7881041,16295,Brooklyn,2013,11,19,23,45,10,44162,POINT (1000956.3 195764.9),MOORE STREET,BUSHWICK AVENUE,HUMBOLDT STREET,WB
8881781,16590,Brooklyn,2014,1,29,12,15,91,17197,POINT (977329.9 169225.9),4 AV,BAY RIDGE PKWY,74 ST,SB
9027536,15774,Bronx,2013,12,17,9,30,0,88766,POINT (1029610.2 254509.3),E GUN HILL RD,GUNTHER AV/ALLERTON AV,ALLERTON AV,EB
20768269,26997,Brooklyn,2017,5,12,5,30,35,167004,POINT (1001951.0772225239 166131.556441433),KINGS HIGHWAY,Dead end,Flatbush Avenue,WB
2883282,9207,Queens,2012,1,29,20,0,13,76510,POINT (1017238.3 216103.9),31 AVENUE,87 STREET,88 STREET,WB
3734870,9033,Brooklyn,2012,6,18,10,0,12,27755,POINT (990989.5 176417.6),PROSPECT AV,GREENWOOD AV/PEDESTRIAN OPAS,OCEAN PKWY/PRE WB EN OCEAN PKWY,NB
25863442,31027,Bronx,2019,11,10,11,30,38,93653,POINT (1035347.9382713723 236488.44010911614),EAST TREMONT AVENUE,Harding Avenue,Silver Beach Place,SB
5650497,12093,Bronx,2010,9,25,18,15,157,72191,POINT (1008235.3 247641.9),JEROME AVE BET CBE RAMPS & CLIFFORD PL MAIN RD,CBE SB EXIT 2 A,CLIFFORD PL,NB
13470278,20812,Brooklyn,2015,6,17,20,15,2,251715,POINT (992254.7566683947 176810.67999813167),EAST DRIVE,West Drive,West Drive,EB
24659426,29847,Queens,2019,3,6,6,15,0,36587,POINT (996473.9207369487 210637.0892378525),5 STREET,47 Road,48 Avenue,SB
9631498,16886,Manhattan,2014,5,2,12,30,278,38168,POINT (993674.9 230776.6),AMSTERDAM AV,W 105 ST,W 106 ST,NB
746798,2130,Queens,2009,6,29,10,15,75,92480,POINT (1034100.8 224112.8),W/B 20 AVE @ 146 ST,146 ST,147 ST,WB
3412570,9834,Manhattan,2011,4,19,10,0,152,36121,POINT (992534.6 214243.7),49TH ST APPROACH TO 3RD AVE,3 AV,2 AV,WB
21504062,26601,Queens,2017,9,30,5,15,10,91535,POINT (1034827.2340419565 217267.05257201625),ROOSEVELT AVENUE,147 Street,149 Street,EB
6465152,12618,Staten Island,2013,3,19,5,0,6,5029,POINT (939219.1 153246.6),MERRYMOUNT ST,RICHMOND HILL RD/LAMPED LOOP,NOME AV,NB
25684670,31152,Manhattan,2019,10,18,16,30,296,35944,POINT (992022.1099175046 212585.39085843187),2 AVENUE,East 43 Street,East 42 Street,SB
24393046,28802,Manhattan,2019,1,13,5,15,59,71124,POINT (1002419.8009704083 248805.75386272138),WEST 181 STREET,Broadway/ 7 Avenue Line,Wadsworth Avenue,EB
19671624,25426,Brooklyn,2017,4,1,4,30,22,50251,POINT (1021295.524539507 179961.9138323312),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
4882225,10195,Manhattan,2012,9,26,10,30,136,72887,POINT (1007790.4 253617.2),UNIVERSITY HEIGHTS BRG,UNIVERSITY HEIGHTS BRIDGE APPR,UNIVERSITY HEIGHTS BR,EB
14428421,21561,Brooklyn,2015,9,18,13,0,271,9009362,POINT (984591.8404465846 183958.3933470194),HAMILTON AVENUE BRIDGE,Dead end,Gowanus Creek Shoreline,SB
6493612,14152,Queens,2012,3,27,9,30,58,106837,POINT (1003094.4 218132.2),BROADWAY,14 ST,21 ST,EB
6471956,12038,Queens,2013,1,29,18,45,32,55803,POINT (1039056 189227.5),111 AV,142 ST,110 AV/142 ST,EB
13515111,20747,Queens,2015,6,18,5,45,469,137226,POINT (1020540.5713119303 203201.92552903818),WOODHAVEN BOULEVARD,Dead End,Dead end,NB
19930573,25883,Brooklyn,2017,5,26,3,15,0,45945,POINT (1010803.545324853 163289.87747316243),EAST 69 STREET,Avenue X,Avenue W,NB
80767,1181,Manhattan,2011,8,17,17,15,159,36017,POINT (991193.3 218032.4),CPS / 59 ST,5 AV,6 AV,WB
20555516,26799,Brooklyn,2017,4,22,17,15,20,45165,POINT (1008259.5453474045 195847.7913351252),GREENE AVENUE,St Nicholas Avenue,Cypress Avenue,NB
5783411,12217,Brooklyn,2010,10,7,21,15,27,27996,POINT (992216.4 174702.1),CONEY ISL AVE &CHURCH AVE BET E8TH & CONEY ISL AVE,E 8 ST,CONEY ISLAND AV,EB
7050130,11612,Brooklyn,2013,4,24,19,45,50,22514,POINT (986964.3 185614.5),3 ST BR,3 ST,3 ST,EB
11162287,18175,Brooklyn,2014,9,18,10,15,233,157899,POINT (1022960.395356825 183360.60527154803),LINDEN BOULEVARD,Dead end,Drew Street,WB
21166882,26665,Manhattan,2017,10,26,15,15,133,36406,POINT (994688.9151754386 217567.0126511314),EAST 64 STREET,3 Avenue,2 Avenue,EB
26069469,31026,Manhattan,2019,10,10,14,15,64,32706,POINT (986474.7698761668 202235.20993612712),CHRYSTIE STREET,6 Avenue Line,6 Avenue Line,NB
2661028,8298,Queens,2012,4,9,7,0,32,196367,POINT (1022885.6 185006.8),SUTTER AV,S CONDUIT AV,N CONDUIT AV,EB
25848355,31027,Bronx,2019,11,6,7,45,180,87447,POINT (1020421.7751496674 250405.4186244488),BRONX PARK EAST,Maran Place,Lydig Avenue,NB
26126419,31494,Manhattan,2019,11,21,19,0,10,35925,POINT (991619.8110109323 211304.27661299054),QUEENS MIDTOWN TUNNEL APPROACH,East 37 Street,East 38 Street,NB
26435092,31064,Queens,2019,10,5,19,0,510,64066,POINT (1059438.7632868607 181865.29717697256),SUNRISE HIGHWAY,Dead End,Hook Creek Boulevard,WB
290572,1462,Staten Island,2010,3,1,8,15,31,2668,POINT (930969.6 131549.2),S/B LUTEN AVE @ EYLANDT ST,DEISIUS ST,EYLANDT ST,SB
22794659,28287,Brooklyn,2018,6,5,1,15,1,253118,POINT (990772.3095365886 175807.6977522518),FT HAMILTON PARKWAY,Culver/ 6 Avenue Line,East 5 Street,WB
9877953,16736,Queens,2014,4,2,5,0,84,156596,POINT (1023975.5 183550.5),LINDEN BLVD,SAPPHIRE ST,79 ST,WB
10239922,17657,Manhattan,2014,7,27,22,0,5,111161,POINT (990090.5 218746.6),C P 7 AV APPR,CENTRAL PARK S/7 AV,CENTER DR/WEST DR,SB
3356368,9779,Brooklyn,2011,3,11,0,15,21,19081,POINT (988419 149778.3),W 17TH STREET BET NEPTUNE & MERMAID AVES,MERMAID AV,CROPSEY AV/NEPTUNE AV,SB
5769185,12210,Brooklyn,2010,9,23,22,45,85,25762,POINT (995254.8 153383.1),CONEY ISL AVE & AVE Z BET KATHLEEN CT & AVE Z,AV Z,KATHLEEN CT,SB
20458916,26698,Brooklyn,2017,9,7,14,45,28,21422,POINT (988927.7860317662 179611.71350996112),PROSPECT AVENUE,Prospect Park West,8 Avenue,WB
5596870,12056,Bronx,2011,5,29,15,0,13,78927,POINT (1015647.6 243492.6),E173RD ST&BRYANT AVE EB AP BT VYSE & BRYANT AVES,VYSE AV,BRYANT AV,EB
25871229,31027,Bronx,2019,11,10,14,15,127,87638,POINT (1021829.7193657733 251428.3378561933),PELHAM PARKWAY SOUTH,Wallace Avenue,Barnes Avenue,EB
19863404,25878,Brooklyn,2017,5,13,3,0,97,42982,POINT (1000643.0992711171 183137.36538374473),EASTERN PARKWAY,Eastern Parkway Line,Albany Avenue,EB
9374138,15800,Queens,2014,3,17,17,30,154,56090,POINT (1031383.4 197855.4),AUSTIN ST,82 DR,LEFFERTS BLVD,SB
14368993,21450,Queens,2015,9,3,4,30,1,68695,POINT (1005435.1311802072 222271.25731417292),19 STREET,24 Road,Hoyt Avenue North,NB
14002603,18612,Queens,2014,10,22,1,15,7,91491,POINT (1034072.1845749439 214539.65898806998),BOWNE STREET,45 Avenue,Cherry Avenue,NB
2140626,7469,Bronx,2010,4,3,3,0,28,146687,POINT (1033774.3 263339.7),BOSTON RD @ MCOWEN AVE (CITY LINE),MC OWEN AV,HUGUENOT AV,SB
9146894,15798,Brooklyn,2013,10,29,22,0,68,44129,POINT (1000630.2 193381),MARCUS GARVEY BOULEVARD,MYRTLE AVENUE,PARK AVENUE,SB
913264,2376,Brooklyn,2009,11,30,17,30,60,26876,POINT (993638 165967.2),W/B AVE K @ E 9 ST,E 9 ST,E 10 ST,WB
8449807,15798,Brooklyn,2013,10,26,16,0,26,44858,POINT (1005529.3 193521.9),STANHOPE ST,CENTRAL AV,MYRTLE AV,WB
6262327,11564,Brooklyn,2012,10,17,22,0,33,18635,POINT (983145.4 158173.1),CROPSEY AV,BAY 22 ST,BAY 23 ST,EB
12612747,17993,Manhattan,2014,9,24,2,0,11,38837,POINT (999341.977407072 232491.52398456036),MT MORRIS PARK WEST,West 121 Street,West 122 Street,SB
15343754,21166,Manhattan,2015,9,18,11,15,724,142554,POINT (988145.3567626278 224515.6607097357),HENRY HUDSON PARKWAY,Hudson River Greenway,Henry Hudson Py Sb En W 79 St,SB
4909532,11557,Manhattan,2012,12,4,5,45,135,142396,POINT (979722.1 196384.8),BATTERY PARK VIADUCT,BATTERY PLACE,BEND,SB
23452507,28802,Manhattan,2018,10,25,10,45,38,32651,POINT (986224.8392246999 200991.06638814198),FORSYTH STREET,Grand Street,Broome Street,NB
9561970,17283,Bronx,2014,5,17,9,45,11,88106,POINT (1024183.8 256406),LACONIA AV,ADEE AV,BURKE AV,NB
6237220,11583,Staten Island,2012,9,28,23,30,35,110263,POINT (935118.4 163944.1),GLEN ST,HUGHES AVE,SOUTH AV/FAHY AV,NB
1420022,2904,Manhattan,2010,10,21,5,30,117,36403,POINT (994972.5 216366),N/B 1ST AVE (3 LANES  W SIDE) @ E 61 ST,E 60 ST/KOCH BR PEDESTRIAN AND BIKE PATH,E 61 ST,NB
5783836,12218,Brooklyn,2010,9,23,8,15,139,5946,POINT (941058.8 136132.4),CONEY ISL AVE & CORTELYOU RD BET AVE C & CORTELYOU,BENNINGTON ST,HILLCREST ST,SB
25728017,31152,Manhattan,2019,10,29,2,15,60,36013,POINT (991533.7916378764 217378.41920635634),5 AVENUE,East 58 Street,East 57 Street,SB
15368674,21144,Bronx,2015,10,15,1,15,27,188574,POINT (1006799.572769104 231866.2957010347),EAST 133 STREET,Bruckner Boulevard,Bruckner Boulevard,WB
14936592,21639,Manhattan,2015,11,4,2,15,34,115234,POINT (987226.0441970312 209394.56907165426),EAST 23 STREET,Broadway Line,Broadway,EB
18024376,24849,Brooklyn,2016,11,15,8,0,50,17348,POINT (979721.1272852211 165925.66641170965),10 AVENUE,78 Street,79 Street,SB
24240652,28844,Queens,2019,1,22,19,30,83,9008934,POINT (1050160.915907741 202926.05266104496),FRANCIS LEWIS BOULEVARD,86 Road,Dead end,NB
22469763,27688,Brooklyn,2018,3,9,3,45,0,8102764,POINT (988007.5275735742 190347.29154823266),FULTON STREET LINE,Schermerhorn Street,Hoyt Street,EB
1233399,2733,Brooklyn,2010,7,31,20,15,11,35261,POINT (997508.1 203524.3),E/B NORMAN AVE @ MANHATTAN AVE,LORIMER ST,MANHATTAN AV,EB
20178351,25686,Brooklyn,2017,6,6,13,30,50,22858,POINT (989667.9665828252 182046.70851017808),9 STREET,7 Avenue,8 Avenue,EB
24459633,28844,Staten Island,2019,1,24,6,15,91,10196,POINT (948894.2317140934 171467.71597495634),RICHMOND TERRACE,Clove Road,Rector Street,WB
19395578,25933,Brooklyn,2016,9,19,5,30,18,162725,POINT (987831.7002463685 193028.4725212287),JAY STREET,8 Avenue Line,8 Avenue Line,SB
25675686,31152,Manhattan,2019,10,23,2,30,57,35887,POINT (991522.0772401361 210134.51944759974),1 AVENUE,East 33 Street,East 34 Street,NB
12212006,18058,Manhattan,2014,10,29,3,15,11,34332,POINT (987085.3045249188 220741.04260636537),WEST END AVENUE,West 60 Street,West 61 Street,SB
6545796,12663,Queens,2013,4,14,0,0,21,165229,POINT (997650.5 209927.1),PULASKI BR,JACKSON AV/49 AV/PULASKI BRIDGE BIKE PATH,49 AVENUE,SB
19964966,25852,Queens,2017,5,24,15,0,110,67713,POINT (1005965.7504933145 210812.28726834434),43 AVENUE,42 Street,43 Street,EB
17207398,23544,Queens,2016,6,10,6,45,82,156062,POINT (1019605.3114207477 206699.0792780862),CONNECTOR,Queens Boulevard,Queens Boulevard,EB
20437965,26248,Manhattan,2017,7,2,16,15,123,257463,POINT (990896.4039347807 218198.34518800533),CENTRAL PARK SOUTH,Astoria Line,63 Street Line,WB
14358494,19679,Queens,2015,6,5,17,15,281,84439,POINT (1029698.4367150488 219865.23720906125),WHITESTONE EXPWY SB EN ULMER ST,Ulmer Street,Whitestone Expressway,SB
20083893,25632,Brooklyn,2017,5,23,13,45,165,163652,POINT (992216.7196135906 176529.41075516058),PARKSIDE AVENUE,Bike Path,Parade Place,WB
9320259,16337,Bronx,2014,3,19,15,45,3,142963,POINT (1029296.3 246094.6),ZULETTE AV,ERICSON PL/HUTCHINSON RIVER PKWY,HUTCHINSON RIVER PKWY,WB
8537113,15809,Staten Island,2013,10,23,18,0,33,4188,POINT (934356 144153.6),TYNAN ST,WOODROW RD/BILLINGS ST,KENMORE ST,WB
2385671,7802,Manhattan,2011,8,19,21,0,57,158592,POINT (997350.5 225701.5),PARK AV,E 95 ST,E 96 ST,NB
15157014,21199,Queens,2015,10,8,13,30,104,109429,POINT (1010014.3529973577 210855.3389111716),ROOSEVELT AVENUE,57 Street,58 Street,WB
9128670,15833,Manhattan,2013,12,18,14,30,0,36803,POINT (997392.4 219261.4),YORK AV,E 74 ST,E 75 ST,SB
19274411,25458,Brooklyn,2017,4,4,2,45,7,106364,POINT (1006918.1411011006 189009.82558118072),HALSEY STREET,Howard Avenue,Dead end,EB
26734607,31026,Manhattan,2019,10,7,16,15,553,143524,POINT (981465.2472871661 208108.87204597594),WEST STREET,Bike Path,Dead end,SB
18394703,23870,Queens,2016,10,12,1,30,10,128570,POINT (1006957.1420146751 196923.67697437966),CYPRESS AVENUE,Alley,Alley,WB
26795944,32395,Bronx,2020,8,28,14,30,104,89039,POINT (1022434.5065443722 267201.60312160366),WEBSTER AVENUE,East 236 Street,East 240 Street,SB
23993838,29789,Queens,2019,1,30,11,30,80,65754,POINT (1060182.8570211325 177853.60565795473),HOOK CREEK BOULEVARD,148 Avenue,148 Road,SB
26840415,26734,Manhattan,2017,10,19,10,15,237,158858,POINT (989174.6163131716 219543.82544286258),BROADWAY,West 60 Street,West 61 Street,SB
5880098,9647,Brooklyn,2011,2,16,6,45,33,25083,POINT (990087.6 159429.6),W 6TH ST NB APPROACH TO KINGS HWY,KINGS HWY,HIGHLAWN AV,NB
6907216,11066,Brooklyn,2013,6,7,15,45,102,19309,POINT (989992.4 155381.2),86 STREET,CENSUS BOUNDARY,WEST 9 STREET,EB
14671869,21649,Bronx,2015,10,7,10,0,28,85319,POINT (1023442.0221934485 238783.91843059362),LAFAYETTE AVENUE,Bolton Avenue,White Plains Road,EB
3117816,9570,Queens,2012,1,30,21,45,155,156644,POINT (1047602.6 179284.3),ROCKAWAY BOULEVARD,148 AVENUE,175 STREET,NB
1277723,2770,Brooklyn,2010,9,1,9,45,135,30644,POINT (995088.5 191836.6),N/B CLASSON AVE @ MYRTLE AVE,WILLOUGHBY AV,MYRTLE AV,NB
8980497,15800,Queens,2013,10,26,22,30,16,56413,POINT (1033682.8 199406.5),HOOVER AV,135 ST,138 ST,EB
6426274,12598,Bronx,2013,3,13,12,0,93,72263,POINT (1009140.6 242231.4),WEBSTER AV,E 167 ST,E 168 ST,SB
3688929,9064,Queens,2012,6,17,7,15,9,82869,POINT (1029572.5 202187.2),72 RD,113 ST,GRND CNTRL PKWY SR W/GCP EB EN 72 RD,EB
16898395,23313,Brooklyn,2016,5,16,9,30,119,28258,POINT (994841.1 177720.1),OCEAN AV,WOODRUFF AV,PARKSIDE AV/S LAKE DR,NB
26481416,32143,Queens,2018,5,6,20,30,269,155744,POINT (1020048.9573713761 206499.28049735518),QUEENS BOULEVARD,Connector,Woodhaven Boulevard,EB
13051193,19320,Bronx,2015,3,25,15,45,158,86166,POINT (1021951.7 244960.6),WHITE PLAINS RD,GUERLAIN ST,ARCHER ST,NB
26881074,32417,Queens,2020,11,15,16,15,35,106891,POINT (1008343.8792898405 212113.17121690518),39 AVENUE,Dead End,51 Street,WB
7908316,15917,Queens,2013,10,29,10,0,82,156960,POINT (1035014.3 200672.4),MAIN ST,CHARTER RD,UNION TP,NB
26932739,32417,Queens,2020,11,22,20,30,138,157405,POINT (1035071.7971896712 199416.8821021213),MAIN STREET,Dead End,82 Drive,SB
10818413,17523,Queens,2014,6,23,3,45,11,113007,POINT (1003553.6 205005.4),LAUREL HILL BLVD,REVIEW AV,56 RD,EB
10055687,17457,Brooklyn,2014,6,21,17,0,72,21498,POINT (989650.7 175582.7),MC DONALD AV,FT HAMILTON PKWY,GREENWOOD AV,SB
5603560,12059,Bronx,2011,5,2,23,15,18,154843,POINT (1031939.7 259477.2),CO OP CITY BLVD APPROACH TO ROMBOUTS AVE,ROMBOUTS AV,DREISER LOOP,EB
6802440,14278,Brooklyn,2012,10,18,21,0,248,152665,POINT (996147.7 186895.7),ATLANTIC AV,CLASSON AV,NYCTA SUBWAY,WB
17860774,24465,Queens,2016,9,27,23,15,85,107822,POINT (1013406.7126496003 191663.83496157807),CYPRESS AVENUE,Clover Place,Cemetery Of Evergrns Boundary,SB
11100859,18175,Brooklyn,2014,9,12,6,15,270,158222,POINT (1015187.7397205634 179594.0906842025),LINDEN BOULEVARD,Dead end,Vermont Street,WB
27285772,31033,Brooklyn,2019,10,12,6,45,29,20278,POINT (988098.4611731314 165649.71556503847),60 STREET,18 Avenue,19 Avenue,EB
14995882,21006,Manhattan,2015,10,29,13,0,157,34257,POINT (989422.9725340166 219396.36346693296),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB
13393644,20328,Manhattan,2015,5,16,3,15,30,158821,POINT (994309.4754309975 220351.02577767978),PARK AVENUE,East 73 Street,East 72 Street,SB
4046976,10768,Staten Island,2011,5,28,17,45,137,12738,POINT (954154.7 165177),Clove Rd NB Between,Fairway Ln and Greenway Dr,FAIRWAY LA,NB
